id,name,elements,sigelements,yeardiscovery,hmin,hmax,hardtype,specificgravity,strunz10ed1,strunz10ed2,strunz10ed3,strunz10ed4,dana8ed1,dana8ed2,dana8ed3,dana8ed4
1177,Cuprobismutite,-Ag-Bi-Cu-S-,-Ag-Bi-Cu-S-,,0.0,0.0,0,6.31,2,J,A,10a,3,8,2,1
1181,Cuprocopiapite,-Cu-Fe-O-S-H-,-Cu-Fe-O-S-H-,1938,2.5,3.0,0,2.13,7,D,B,35,31,10,5,3
1186,Cuproiridsite,-Cu-Fe-Ir-S-,-Cu-Ir-S-,1985,5.5,5.5,0,,2,D,A,05,2,10,1,15
1187,Cupropavonite,-Ag-Bi-Cu-Pb-S-,-Ag-Bi-Cu-Pb-S-,1979,2.0,2.0,0,,2,J,A,05a,3,8,10,6
1188,Cuprorhodsite,-Cu-Fe-Rh-S-,-Cu-Fe-Rh-S-,1984,5.0,5.5,3,,2,D,A,05,2,10,1,16
1189,Cuprorivaite,-Ca-Cu-Si-O-,-Ca-Cu-Si-O-,1938,5.0,5.0,0,,9,E,A,05,71,2,3,1
1191,Cuprosklodowskite,-Cu-Si-O-H-U-,-Cu-Si-O-H-U-,1933,4.0,4.0,0,,9,A,K,10,53,3,1,4
1192,Cuprospinel,-Cu-Fe-O-,-Cu-Fe-O-,,6.5,6.5,0,5.42 Calculated,4,B,B,05,7,2,2,6
1193,Cuprostibite,-Cu-Sb-Tl-,-Cu-Sb-,1969,4.0,4.0,0,,2,A,A,20,2,4,11,1
1194,Cuprotungstite,-Cu-O-H-W-,-Cu-O-H-W-,1869,4.0,5.0,0,5.4,7,G,B,15,48,3,2,1
1195,Curetonite,-Al-Ba-Ti-O-P-F-H-,-Al-Ba-O-P-F-H-,1978,3.5,3.5,0,,8,B,K,15,41,5,15,1
1196,Curienite,-Pb-O-H-U-V-,-Pb-O-H-U-V-,1967,3.0,3.0,0,,4,H,B,15,40,2a,27,2
1197,Curite,-Pb-O-H-U-,-Pb-O-H-U-,1921,4.0,5.0,0,,4,G,B,55,5,9,3,1
1198,Cuspidine,-Ca-Si-O-F-,-Ca-Si-O-F-,1876,5.0,6.0,0,,9,B,E,17,56,2,4,3
1199,Cuzticite,-Fe-Te-O-H-,-Fe-Te-O-H-,1982,3.0,3.0,0,,4,F,M,35,33,2,3,1
1200,Cyanochroite,-Cu-O-K-S-H-,-Cu-O-K-S-H-,1855,2.0,2.5,0,2.224,7,C,C,60,29,3,6,2
1203,Cyanotrichite,-Al-Cu-O-S-H-,-Al-Cu-O-S-H-,1839,1.0,3.0,0,2.85,7,D,E,10,31,2,1,1
1204,Cylindrite,-Fe-Pb-Sb-Sn-S-,-Fe-Pb-Sb-Sn-S-,1893,2.5,2.5,0,,2,H,F,25a,3,1,4,1
1205,Cymrite,-Al-Ba-Si-O-H-,-Al-Ba-Si-O-H-,1949,2.0,3.0,0,,9,E,G,05,78,1,3,1
1206,Cyrilovite,-Fe-Na-O-P-H-,-Fe-Na-O-P-H-,1953,4.0,4.0,0,,8,D,L,10,42,7,8,1
1207,Chaoite,-C-,-C-,,1.0,2.0,0,,1,C,B,05b,1,3,6,4
1208,Chengdeite,-Fe-Ir-,-Fe-Ir-,,5.0,5.0,0,,1,A,G,35,1,2,5,5
1209,Copper,-Cu-,-Cu-,,2.5,3.0,0,8.9,1,A,A,05,1,1,1,3
1210,Černýite,-Cd-Cu-Fe-Sn-Zn-S-,-Cd-Cu-Sn-S-,,4.0,4.0,0,,2,C,B,15a,2,9,2,2
1211,D'Ansite,-Cl-Mg-Na-O-S-,-Cl-Mg-Na-O-S-,,2.5,3.0,0,2.655,7,B,C,05,0,0,0,0
1213,Dadsonite,-Cl-Pb-Sb-S-,-Cl-Pb-Sb-S-,1968,2.5,2.5,0,5.68,2,H,C,30,3,6,8,1
1214,Dalyite,-Si-Zr-O-K-,-Si-Zr-O-K-,,7.5,7.5,0,2.84,9,E,A,25,72,2,1,1
1215,Damaraite,-Cl-Pb-O-H-,-Cl-Pb-O-H-,1990,3.0,3.0,0,7.67,3,D,C,75,10,5,10,1
1217,Danbaite,-Cu-Zn-,-Cu-Zn-,1983,4.0,4.0,0,7.36 Calculated,1,A,B,10b,1,1,6,1
1218,Danburite,-Ca-Si-B-O-,-Ca-Si-B-O-,1839,7.0,7.5,0,3.0,9,F,A,65,56,3,1,1
1219,Danielsite,-Ag-Cu-Hg-S-,-Cu-Hg-S-,1987,1.5,2.0,0,,2,B,D,15,2,16,7,2
1222,Daomanite,-As-Cu-Pt-S-,-As-Cu-Pt-S-,1974,3.5,3.5,0,,2,L,A,15,2,5,7,1
1224,Daqingshanite-(Ce),-Ba-Ca-Ce-La-Sr-O-P-C-F-H-,-Ce-Sr-O-P-C-H-,,4.5,4.5,0,3.81,5,B,F,15,17,1,10,1
1225,Darapiosite,-Li-Mn-Na-Si-Zn-O-K-,-Li-Mn-Na-Si-Zn-O-K-,1975,5.0,5.0,0,2.92,9,C,M,05,63,2,1a,3
1226,Darapskite,-Na-N-O-S-H-,-Na-N-O-S-H-,1891,2.5,2.5,0,2.2,7,D,G,05,20,1,1,1
1229,Daubréeite,-Bi-O-H-,-Bi-O-H-,1876,2.0,2.5,0,6.5,4,F,0,25,10,2,1,3
1230,Daubréelite,-Cr-Fe-S-,-Cr-Fe-S-,,4.5,5.0,0,3.81,2,D,A,05,2,10,1,11
1231,Davanite,-Si-Ti-O-K-,-Si-Ti-O-K-,1984,5.0,5.0,0,2.76,9,E,A,25,72,2,1,2
1233,Davidite-(Ce),-Ce-Cr-Fe-Ti-O-F-H-U-V-Y-,-Ce-Fe-Ti-O-Y-,,6.0,6.0,3,,4,C,C,40,8,5,1,6
1234,Davidite-(La),-Cr-Fe-La-Ti-O-F-H-U-V-Y-,-Fe-La-Ti-O-Y-,,6.0,6.0,0,4.42,4,C,C,40,8,5,1,5
1237,Davreuxite,-Al-Mn-Si-O-H-,-Al-Mn-Si-O-H-,1878,2.0,3.0,0,3.3,9,B,F,15,58,1,2,1
1238,Davyne,-Al-Ca-Cl-Na-Si-O-K-S-,-Al-Ca-Cl-Na-Si-O-,1825,5.5,6.0,0,2.4,9,F,B,05,76,2,5,5
1240,Dawsonite,-Al-Na-O-C-H-,-Al-Na-O-C-H-,1874,3.0,3.0,0,2.4,5,B,B,10,16a,3,8,1
1242,Deanesmithite,-Cr-Hg-O-S-,-Cr-Hg-O-S-,,4.5,5.0,0,,7,F,B,20,35,4,3,1
1245,Deerite,-Al-Fe-Mn-Si-O-H-,-Fe-Si-O-H-,1964,6.0,6.0,0,3.837,9,D,H,60,69,2,3,3
1246,Defernite,-Ca-Cl-Si-O-C-H-,-Ca-Cl-Si-O-C-H-,1978,3.0,3.0,0,2.34,5,B,A,25,16b,4,2,1
1248,Delafossite,-Cu-Fe-O-,-Cu-Fe-O-,1873,5.5,5.5,0,5.41,4,A,B,15,7,1,1,1
1251,Delhayelite,-Al-Ca-Cl-Na-Si-O-K-F-S-H-,-Al-Ca-Cl-Na-Si-O-H-,1959,0.0,0.0,0,2.60,9,E,B,10,72,5,1,4
1252,Delindeite,-Al-Ba-Ca-Fe-Na-Si-Ti-O-K-H-,-Ba-Na-Si-Ti-O-H-,1987,0.0,0.0,0,3.3,9,B,E,60,56,2,6c,2
1253,Dellaite,-Ca-Si-O-H-,-Ca-Si-O-H-,1965,0.0,0.0,0,,9,B,G,45,58,2,15, 
1254,Deloryite,-Cu-Mo-O-H-U-,-Cu-Mo-O-H-U-,1992,4.0,4.0,0,,4,F,L,85,48,3,4,1
1255,Delrioite,-Ca-Sr-O-H-V-,-Ca-Sr-O-H-V-,1959,2.0,2.0,0,3.1,4,H,G,35,47,1,2,1
1257,Delvauxite,-Ca-Fe-O-P-S-H-,-Ca-Fe-O-P-H-,1838,2.5,2.5,0,1.85,8,D,M,35,42,6,6,1
1259,Demesmaekerite,-Cu-Pb-Se-O-H-U-,-Cu-Pb-Se-O-H-U-,1965,3.0,4.0,0,5.28,4,J,J,20,34,7,6,1
1261,Denisovite,-Ca-Fe-Mn-Na-Si-O-K-F-H-,-Ca-Si-O-K-F-H-,1984,4.0,5.0,0,,9,H,A,85,65,2,1,7
1262,Denningite,-Ca-Mn-Te-Zn-O-,-Mn-Te-O-,1961,4.0,4.0,0,,4,J,K,30,34,4,1,1
1263,Derbylite,-Fe-Sb-Ti-O-H-,-Fe-Sb-Ti-O-H-,1895,5.0,5.0,0,,4,J,B,55,46,2,3,2
1264,Derriksite,-Cu-Se-O-H-U-,-Cu-Se-O-H-U-,,0.0,0.0,0,,4,J,G,30,34,7,5,1
1265,Dervillite,-Ag-As-S-,-Ag-As-S-,1941,1.0,1.5,0,,2,L,A,10,3,7,17,1
1266,Desautelsite,-Mg-Mn-O-C-H-,-Mg-Mn-O-C-H-,1978,2.0,2.0,0,,5,D,A,50,16b,6,2,4
1267,Descloizite,-Pb-Zn-O-H-V-,-Pb-Zn-O-H-V-,1854,3.0,3.5,0,,8,B,H,40,41,5,2,1
1269,Despujolsite,-Ca-Mn-O-S-H-,-Ca-Mn-O-S-H-,1968,2.5,2.5,0,,7,D,F,25,31,7,6,1
1270,Devilline,-Ca-Cu-O-S-H-,-Ca-Cu-O-S-H-,1864,2.5,2.5,0,3.13,7,D,D,30,31,6,1,1
1273,Dewindtite,-Pb-O-P-H-U-,-Pb-O-P-H-U-,1922,0.0,0.0,0,,8,E,C,10,42,9,8,1
1276,Diaboleite,-Cl-Cu-Pb-O-H-,-Cl-Cu-Pb-O-H-,1923,2.5,2.5,0,5.42,3,D,B,05,10,6,1,1
1279,Diadochite,-Fe-O-P-S-H-,-Fe-O-P-S-H-,1837,3.0,4.0,3,,8,D,B,05,43,5,2,1
1282,Diamond,-C-,-C-,,10.0,10.0,4,3.5,1,C,B,10a,1,3,6,1
1283,Diaoyudaoite,-Al-Na-O-,-Al-Na-O-,1985,7.5,8.0,0,3.30,4,C,C,45,7,11,12,1
1284,Diaphorite,-Ag-Pb-Sb-S-,-Ag-Pb-Sb-S-,1871,2.5,3.0,3,,2,J,B,05,3,5,4,1
1285,Diaspore,-Al-O-H-,-Al-O-H-,1801,6.5,7.0,0,,4,F,D,10,6,1,1,1
1286,Dickinsonite-(KMnNa),-Al-Ca-Mn-Na-O-P-K-H-,-Al-Ca-Mn-Na-O-P-K-H-,1878,3.5,4.0,0,,8,B,F,05,41,7,2,2
1287,Dickite,-Al-Si-O-H-,-Al-Si-O-H-,1930,2.0,2.5,0,,9,E,D,05,71,1,1,1
1288,Dienerite,-As-Ni-,-As-Ni-,1926,0.0,0.0,0,,2,A,A,55,0,0,0,0
1289,Dietrichite,-Al-Fe-Mn-Zn-O-S-H-,-Al-Zn-O-S-H-,1878,2.0,2.0,0,,7,C,B,85,29,7,3,4
1290,Dietzeite,-Ca-Cr-O-H-I-,-Ca-Cr-O-H-I-,1894,3.5,3.5,0,,4,K,D,05,23,1,1,1
1291,Digenite,-Cu-S-,-Cu-S-,1844,2.5,3.0,0,,2,B,A,10,2,4,7,3
1292,Dimorphite,-As-S-,-As-S-,,1.5,1.5,0,,2,F,A,10,2,6,1,1
1294,Diopside,-Ca-Mg-Si-O-,-Ca-Mg-Si-O-,1800,5.5,6.5,0,,9,D,A,15,65,1,3a,1
1295,Dioptase,-Cu-Si-O-H-,-Cu-Si-O-H-,1797,5.0,5.0,3,3.3,9,C,J,30,61,1,3,1
1296,Dissakisite-(Ce),-Al-Ca-Ce-Mg-Si-O-H-,-Al-Ca-Ce-Mg-Si-O-H-,,6.5,7.0,0,,9,B,G,05b,58,2,1a,5
1297,Dittmarite,-Mg-N-O-P-H-,-Mg-N-O-P-H-,1887,5.0,5.0,0,,8,C,H,20,40,1,2,1
1298,Dixenite,-As-Cu-Fe-Mn-Si-O-H-,-As-Cu-Fe-Mn-Si-O-H-,1920,3.0,4.0,0,,8,B,E,45,46,2,8,1
1299,Djerfisherite,-Cl-Cu-Fe-Ni-K-S-,-Cl-Fe-K-S-,1966,3.5,3.5,0,,2,F,C,05,2,15,2,1
1300,Djurleite,-Cu-S-,-Cu-S-,1962,2.5,3.0,0,,2,B,A,05,2,4,7,2
1301,Dmisteinbergite,-Al-Ca-Si-O-,-Al-Ca-Si-O-,1989,6.0,6.0,0,,9,E,G,15,76,1,7,1
1302,Dolerophanite,-Cu-O-S-,-Cu-O-S-,1873,3.0,3.0,0,4.17,7,B,B,20,30,2,2,1
1303,Dollaseite-(Ce),-Al-Ca-Ce-Mg-Si-O-F-H-,-Al-Ca-Ce-Mg-Si-O-F-H-,,6.5,7.0,0,,9,B,G,05,58,2,1a,6
1304,Dolomite,-Ca-Mg-O-C-,-Ca-Mg-O-C-,1791,3.5,4.0,3,2.8 - 2.9,5,A,B,10,14,2,1,1
1305,Doloresite,-O-H-V-,-O-H-V-,1957,0.0,0.0,0,,4,H,E,30,47,4,7,1
1306,Domeykite,-As-Cu-,-As-Cu-,1845,3.0,3.5,0,7.5-8.1,2,A,A,10b,2,2,2,1
1308,Donharrisite,-Hg-Ni-S-,-Hg-Ni-S-,1987,2.0,2.0,0,,2,B,D,20,2,6,6,1
1309,Donnayite-(Y),-Ca-Na-Sr-O-C-H-Y-,-Ca-Na-Sr-O-C-H-Y-,1973,3.0,3.0,0,,5,C,C,05,15,3,4,1
1310,Donpeacorite,-Mg-Mn-Si-O-,-Mg-Mn-Si-O-,1984,5.0,6.0,0,,9,D,A,05,65,1,2,3
1311,Dorallcharite,-Fe-Tl-O-S-H-,-Fe-Tl-O-S-H-,1994,3.0,4.0,0,,7,B,C,10,30,2,5,8
1312,Dorfmanite,-Na-O-P-H-,-Na-O-P-H-,1979,1.0,1.5,0,1.99,8,C,J,60,39,1,8,1
1313,Dorrite,-Al-Ca-Fe-Mg-Si-O-,-Al-Ca-Fe-Mg-Si-O-,1987,5.5,5.5,0,,9,D,H,40,69,2,1a,2
1314,Douglasite,-Cl-Fe-O-K-H-,-Cl-Fe-O-K-H-,1880,0.0,0.0,0,,3,C,J,20,11,3,1,1
1315,Downeyite,-Se-O-,-Se-O-,1971,0.0,0.0,0,,4,D,E,05,4,4,3,1
1316,Doyleite,-Al-O-H-,-Al-O-H-,1985,2.5,3.0,0,2.48,4,F,E,10,6,3,4,1
1317,Dozyite,-Al-Mg-Si-O-H-,-Al-Mg-Si-O-H-,1995,2.5,2.5,3,,9,E,C,60,71,4,2,1
1318,Dravite,-Al-Mg-Na-Si-B-O-H-,-Al-Mg-Na-Si-B-O-H-,1883,7.0,7.0,0,3.02-3.07(calc.) 2.9-3.3(meas.),9,C,K,05,61,3,1,9
1319,Dresserite,-Al-Ba-O-C-H-,-Al-Ba-O-C-H-,1968,2.5,3.0,0,2.96,5,D,B,10,16b,2,1,2
1320,Dreyerite,-Bi-O-V-,-Bi-O-V-,,2.0,3.0,0,,8,A,D,35,38,4,8,1
1321,Drugmanite,-Al-Fe-Pb-O-P-H-,-Fe-Pb-O-P-H-,1979,5.0,6.0,0,,8,B,H,15,41,10,11,1
1322,Drysdallite,-Mo-Se-,-Mo-Se-,1973,2.0,2.0,0,,2,E,A,30,2,12,10,2
1323,Dufrénite,-Ca-Fe-O-P-H-,-Ca-Fe-O-P-H-,1833,3.5,4.5,0,3.2,8,D,K,15,42,9,1,2
1324,Dufrénoysite,-As-Pb-S-,-As-Pb-S-,,3.0,3.0,0,5.53,2,H,C,05d,3,5,9,3
1325,Duftite,-As-Cu-Pb-O-H-,-As-Cu-Pb-O-H-,1920,4.5,4.5,0,6.40,8,B,H,35,41,5,1,4
1326,Dugganite,-As-Pb-Te-Zn-O-,-As-Pb-Te-Zn-O-,1978,3.0,3.0,0,6.33,8,D,L,20,43,2,5,1
1328,Dumontite,-Pb-O-P-H-U-,-Pb-O-P-H-U-,1924,0.0,0.0,0,5.65,8,E,C,15,42,4,5,1
1329,Dumortierite,-Al-Si-B-O-,-Al-Si-B-O-,1879,7.0,8.0,0,3.265,9,A,J,10,54,1,2,1
1330,Dundasite,-Al-Pb-O-C-H-,-Al-Pb-O-C-H-,1893,2.0,2.0,0,3.4,5,D,B,10,16b,2,1,1
1332,Durangite,-Al-As-Na-O-F-,-Al-As-Na-O-F-,1869,5.5,5.5,0,,8,B,H,10,41,5,5,2
1333,Duranusite,-As-S-,-As-S-,1973,2.0,2.5,0,,2,F,A,05,2,1,4,1
1334,Dussertite,-As-Ba-Fe-O-H-,-As-Ba-Fe-O-H-,1925,3.5,3.5,0,,8,B,L,10,41,5,10,1
1335,Duttonite,-O-H-V-,-O-H-V-,1956,2.5,2.5,0,,4,H,E,35,6,2,7,1
1336,Dwornikite,-Ni-O-S-H-,-Ni-O-S-H-,1981,2.0,3.0,0,,7,C,B,05,29,6,2,6
1338,Dypingite,-Mg-O-C-H-,-Mg-O-C-H-,1961,0.0,0.0,0,,5,D,A,05,16b,7,2,1
1339,Dzhalindite,-In-O-H-,-In-O-H-,1963,0.0,0.0,0,,4,F,C,05,6,3,5,1
1340,Datolite,-Ca-Si-B-O-H-,-Ca-Si-B-O-H-,1805,5.0,5.5,0,3.0,9,A,J,20,54,2,1a,1
1341,Danalite,-Be-Fe-Si-O-S-,-Be-Fe-Si-O-S-,1866,5.5,6.0,0,3.43,9,F,B,10,76,2,4,2
1342,Dyscrasite,-Ag-Sb-,-Ag-Sb-,1797,3.5,4.0,0,9.712,2,A,A,35,2,2,1,1
1343,Eakerite,-Al-Ca-Si-Sn-O-H-,-Al-Ca-Si-Sn-O-H-,1966,5.5,5.5,0,2.93,9,C,G,05,72,1,5,1
1344,Earlandite,-Ca-O-C-H-,-Ca-O-C-H-,1936,0.0,0.0,0,1.95,10,A,C,10,50,2,2,1
1345,Earlshannonite,-Fe-Mn-O-P-H-,-Fe-Mn-O-P-H-,1983,3.0,4.0,0,2.90,8,D,C,15,42,11,20,4
1346,Ecandrewsite,-Fe-Mn-Ti-Zn-O-,-Ti-Zn-O-,1978,5.0,5.0,0,,4,C,B,05,4,3,5,4
1348,Eckermannite,-Al-Mg-Na-Si-O-H-,-Al-Mg-Na-Si-O-H-,1942,5.0,6.0,0,3.14(calc.); 3.0-3.3(meas.),9,D,E,25,66,1,3c,6
1349,Eclarite,-Bi-Cu-Fe-Pb-S-,-Bi-Cu-Pb-S-,1982,2.5,3.5,0,6.85,2,H,B,10c,3,6,10,1
1350,Edenharterite,-As-Pb-Tl-S-,-As-Pb-Tl-S-,1992,2.5,3.0,0,,2,H,D,35,3,7,10,2
1351,Edenite,-Al-Ca-Mg-Na-Si-O-H-,-Al-Ca-Mg-Na-Si-O-H-,1839,5.0,6.0,0,3.06(calc.); 3.05-3.37(meas.),9,D,E,15,66,1,3a,10
1352,Edgarbaileyite,-Hg-Si-O-,-Hg-Si-O-,1963,4.0,4.0,0,9.4,9,B,C,25,55,5,1,1
1353,Edingtonite,-Al-Ba-Si-O-H-,-Al-Ba-Si-O-H-,,4.0,5.0,0,,9,G,A,15,77,1,5,6
1354,Edoylerite,-Cr-Hg-O-S-,-Cr-Hg-O-S-,1987,0.0,0.0,0,,7,F,B,25,35,4,4,1
1355,Efremovite,-Mg-N-O-S-H-,-Mg-N-O-S-H-,1989,2.0,2.0,0,,7,A,C,10,28,4,4,3
1356,Eggletonite,-Al-Ca-Fe-Mn-Na-Si-O-K-H-,-Mn-Na-Si-O-H-,1977,3.0,4.0,0,2.76,9,E,G,30,74,1,2,2
1357,Eglestonite,-Cl-Hg-O-H-,-Cl-Hg-O-H-,1903,2.5,2.5,0,8.4,3,D,D,05,10,5,4,1
1358,Ehrleite,-Be-Ca-Zn-O-P-H-,-Be-Ca-Zn-O-P-H-,1983,3.5,3.5,0,,8,C,A,10,40,5,6,1
1359,Eifelite,-Mg-Na-Si-O-K-,-Mg-Na-Si-O-K-,1980,5.0,6.0,0,,9,C,M,05,63,2,1a,4
1360,Eitelite,-Mg-Na-O-C-,-Mg-Na-O-C-,1954,3.5,3.5,0,,5,A,C,05,14,3,2,1
1361,Ekanite,-Ca-Si-Th-O-,-Ca-Si-Th-O-,1953,4.5,4.5,0,,9,E,A,10,72,1,1,1
1362,Ekaterinite,-Ca-Cl-B-O-H-,-Ca-Cl-B-O-H-,1980,1.0,1.5,0,,6,H,0,40,26,7,3,1
1363,Ecdemite,-As-Cl-Pb-O-,-As-Cl-Pb-O-,1877,2.5,3.0,0,7.14,3,D,C,65,46,2,1,1
1364,Elbaite,-Al-Li-Na-Si-B-O-H-,-Al-Li-Na-Si-B-O-H-,1913,7.5,7.5,0,3.07(calc.),9,C,K,05,61,3,1,8
1366,Ellenbergerite,-Al-Mg-Si-Ti-Zr-O-H-,-Al-Mg-Si-O-H-,1984,6.5,6.5,0,,9,A,F,80,52,4,10,1
1368,Ellisite,-As-Tl-S-,-As-Tl-S-,1979,2.0,2.0,0,,2,J,C,05,3,4,9,1
1369,Elpasolite,-Al-Na-K-F-,-Al-Na-K-F-,,2.5,2.5,0,,3,C,B,15,11,6,2,1
1370,Elpidite,-Na-Si-Zr-O-H-,-Na-Si-Zr-O-H-,1894,5.0,5.0,0,,9,D,G,65,72,5,4,2
1371,Elyite,-Cu-Pb-O-S-H-,-Cu-Pb-O-S-H-,1971,2.0,2.0,0,,7,D,F,65,30,1,2,1
1373,Embreyite,-Cr-Pb-O-P-H-,-Cr-Pb-O-P-H-,1963,3.5,3.5,0,,7,F,C,20,43,3,2,1
1374,Emeleusite,-Fe-Li-Na-Si-O-,-Fe-Li-Na-Si-O-,1978,5.0,6.0,3,,9,D,N,05,66,3,4,3
1377,Emmonsite,-Fe-Te-O-H-,-Fe-Te-O-H-,1885,5.0,5.0,0,4.549,4,J,M,10,34,3,3,1
1378,Emplectite,-Bi-Cu-S-,-Bi-Cu-S-,1817,2.0,2.0,0,6.38,2,H,A,05,3,7,5,2
1379,Empressite,-Ag-Te-,-Ag-Te-,1914,3.0,3.5,0,7.51,2,C,B,80,2,8,25,
1380,Enargite,-As-Cu-S-,-As-Cu-S-,1850,3.0,3.0,3,4.45,2,K,A,05,3,2,1,1
1383,Englishite,-Al-Ca-Na-O-P-K-H-,-Al-Ca-Na-O-P-K-H-,1930,3.0,3.0,0,2.68,8,D,H,55,42,13,8,1
1384,Enstatite,-Mg-Si-O-,-Mg-Si-O-,1855,5.0,6.0,0,3.1 - 3.3,9,D,A,05,65,1,2,1
1386,Eosphorite,-Al-Mn-O-P-H-,-Al-Mn-O-P-H-,1878,5.0,5.0,0,3.06,8,D,D,20,42,7,1,2
1387,Ephesite,-Al-Li-Na-Si-O-H-,-Al-Li-Na-Si-O-H-,1851,3.5,4.5,0,,9,E,C,20,71,2,2b,16
1388,Epididymite,-Be-Na-Si-O-H-,-Be-Na-Si-O-H-,1893,5.5,5.5,0,2.55,9,D,G,55,66,3,1,4
1389,Epidote,-Al-Ca-Fe-Si-O-H-,-Al-Ca-Fe-Si-O-H-,1801,6.0,6.0,0,3.4,9,B,G,05a,58,2,1a,7
1391,Epistilbite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,1826,4.0,4.0,0,,9,G,D,45,77,1,6,2
1392,Epistolite,-Na-Nb-Si-Ti-O-H-,-Na-Nb-Si-O-H-,1897,2.5,3.0,0,,9,B,E,30,56,2,7,1
1393,Epsomite,-Mg-O-S-H-,-Mg-O-S-H-,1806,2.0,2.5,3,1.68,7,C,B,40,29,6,11,1
1394,Erdite,-Fe-Na-O-S-H-,-Fe-Na-O-S-H-,1980,2.0,2.0,0,2.3,2,F,D,20,2,14,5,1
1396,Ericaite,-Cl-Fe-B-O-,-Cl-Fe-B-O-,1950,7.0,7.5,0,,6,G,A,05,25,6,1,2
1397,Ericssonite,-Ba-Fe-Mn-Si-O-H-,-Ba-Fe-Mn-Si-O-H-,1966,4.5,4.5,0,,9,B,E,25,56,2,6c,3
1398,Eriochalcite,-Cl-Cu-O-H-,-Cl-Cu-O-H-,1870,2.5,2.5,0,,3,B,B,05,9,2,8,1
1400,Erlianite,-Fe-Mg-Si-O-H-V-,-Fe-Si-O-H-,1986,3.5,3.5,0,,9,H,C,05,78,5,5,1
1401,Erlichmanite,-Os-S-,-Os-S-,1971,4.5,5.5,0,,2,E,B,05a,2,12,1,16
1402,Ernienickelite,-Mn-Ni-O-H-,-Mn-Ni-O-H-,,2.0,2.0,3,,4,F,L,20,7,8,2,4
1403,Erniggliite,-As-Sn-Tl-S-,-As-Sn-Tl-S-,1992,2.0,3.0,0,,2,G,A,45,3,4,18,1
1404,Ernstite,-Al-Fe-Mn-O-P-H-,-Al-Mn-O-P-H-,1970,3.0,3.5,0,,8,D,D,20,42,7,1,3
1405,Ershovite,-Fe-Mn-Na-Si-Ti-O-K-H-,-Fe-Na-Si-O-K-H-,,2.0,3.0,0,,9,D,F,15,66,6,3,1
1406,Ertixiite,-Na-Si-O-,-Na-Si-O-,1979,5.5,6.5,0,,9,H,A,05,78,7,3,1
1407,Erythrite,-As-Co-O-H-,-As-Co-O-H-,,1.5,2.5,0,3.06,8,C,E,40,40,3,6,3
1408,Erythrosiderite,-Cl-Fe-O-K-H-,-Cl-Fe-O-K-H-,1872,0.0,0.0,0,,3,C,J,10,11,4,1,1
1409,Eskebornite,-Cu-Fe-Se-,-Cu-Fe-Se-,,3.0,3.5,0,,2,C,B,10a,2,9,1,2
1410,Eskimoite,-Ag-Bi-Pb-S-,-Ag-Bi-Pb-S-,1977,4.0,4.0,0,,2,J,B,40b,3,6,2,1
1411,Eskolaite,-Cr-O-,-Cr-O-,1958,8.0,8.5,0,,4,C,B,05,4,3,1,3
1412,Esperite,-Ca-Pb-Si-Zn-O-,-Ca-Pb-Si-Zn-O-,1928,5.0,5.0,0,,9,A,B,15,51,2,1,3
1413,Esseneite,-Al-Ca-Fe-Si-O-,-Al-Ca-Fe-Si-O-,1987,6.0,6.0,0,,9,D,A,15,65,1,3a,6
1414,Ettringite,-Al-Ca-O-S-H-,-Al-Ca-O-S-H-,1874,2.0,2.5,0,,7,D,G,15,31,10,2,1
1415,Eucairite,-Ag-Cu-Se-,-Ag-Cu-Se-,1818,2.5,2.5,0,,2,B,A,50,2,4,6,2
1416,Euchlorine,-Cu-Na-O-K-S-,-Cu-Na-O-K-S-,,0.0,0.0,0,3.27,7,B,C,30,30,3,1,1
1417,Euchroite,-As-Cu-O-H-,-As-Cu-O-H-,1823,3.5,4.0,0,4.4,8,D,C,07,42,6,3,1
1418,Euclase,-Al-Be-Si-O-H-,-Al-Be-Si-O-H-,1792,7.5,7.5,0,,9,A,E,10,52,2,1,1
1419,Eucryptite,-Al-Li-Si-O-,-Al-Li-Si-O-,1880,6.5,6.5,0,,9,A,A,05,51,1,1,3
1420,Eudialyte,-Ca-Cl-Fe-Na-Si-Zr-O-H-,-Ca-Cl-Fe-Na-Si-Zr-O-,1819,5.0,6.0,0,2.67(calc.) 2.70-3.10(meas.),9,C,O,10,64,1,1,1
1421,Eudidymite,-Be-Na-Si-O-H-,-Be-Na-Si-O-H-,1887,6.0,6.0,0,,9,D,G,60,66,3,1,3
1422,Eugenite,-Ag-Hg-,-Ag-Hg-,1986,2.5,3.0,0,,1,A,D,15c,1,1,8,5
1423,Eugsterite,-Ca-Na-O-S-H-,-Ca-Na-O-S-H-,1981,1.0,2.0,0,,7,C,D,25,29,4,2,1
1424,Eulytine,-Bi-Si-O-,-Bi-Si-O-,1827,4.5,4.5,0,,9,A,D,40,51,5,4,1
1425,Euxenite-(Y),-Ca-Ce-Nb-Ta-Th-Ti-O-U-Y-,-Nb-O-Y-,,5.5,6.5,0,,4,D,G,05,8,3,8,2
1426,Evansite,-Al-O-P-H-,-Al-O-P-H-,1864,3.5,4.0,0,,8,D,F,10,42,1,2,1
1427,Eveite,-As-Mn-O-H-,-As-Mn-O-H-,1966,3.5,4.0,0,,8,B,B,30,41,6,6,4
