index,date,name,category,value
1315,2022-02-01,Indiana,15,9115.0
1316,2022-02-01,Iowa,16,3099.0
1317,2022-02-01,Kansas,17,3787.0
1318,2022-02-01,Kentucky,18,10877.0
1319,2022-02-01,Louisiana,19,5899.0
1320,2022-02-01,Maine,20,853.0
1321,2022-02-01,Maryland,21,4626.0
1322,2022-02-01,Massachusetts,22,4882.0
1323,2022-02-01,Michigan,23,9208.0
1324,2022-02-01,Minnesota,24,4809.0
1325,2022-02-01,Mississippi,25,7123.0
1326,2022-02-01,Missouri,26,8267.0
1327,2022-02-01,Montana,27,1509.0
1328,2022-02-01,Nebraska,28,2065.0
1329,2022-02-01,Nevada,29,5541.0
1330,2022-02-01,New Hampshire,30,776.0
1331,2022-02-01,New Jersey,31,7070.0
1332,2022-02-01,New Mexico,32,2495.0
1333,2022-02-01,New York,33,9878.0
1334,2022-02-01,New York City,1,5188.0
1335,2022-02-01,North Carolina,34,14978.0
1336,2022-02-01,North Dakota,35,800.0
1337,2022-02-01,Ohio,36,16158.0
1338,2022-02-01,Oklahoma,37,9949.0
1339,2022-02-01,Oregon,38,4997.0
1340,2022-02-01,Pennsylvania,39,15220.0
1341,2022-02-01,Rhode Island,40,791.0
1342,2022-02-01,South Carolina,41,10793.0
1343,2022-02-01,South Dakota,42,996.0
1344,2022-02-01,Tennessee,43,13629.0
1345,2022-02-01,Texas,44,39115.0
1346,2022-02-01,Utah,45,1921.0
1347,2022-02-01,Vermont,46,256.0
1348,2022-02-01,Virginia,47,8702.0
1349,2022-02-01,Washington,48,7446.0
1350,2022-02-01,West Virginia,49,4024.0
1351,2022-02-01,Wisconsin,50,5017.0
1352,2022-02-01,Wyoming,51,386.0
1353,2022-03-01,Alabama,2,2701.0
1354,2022-03-01,Alaska,3,78.0
1355,2022-03-01,Arizona,4,3294.0
1356,2022-03-01,Arkansas,5,1508.0
1357,2022-03-01,California,6,13223.0
1358,2022-03-01,Colorado,7,1929.0
1359,2022-03-01,Connecticut,8,271.0
1360,2022-03-01,Delaware,9,259.0
1361,2022-03-01,District of Columbia,0,50.0
1362,2022-03-01,Florida,10,8934.0
1363,2022-03-01,Georgia,11,3565.0
1364,2022-03-01,Hawaii,12,65.0
1365,2022-03-01,Idaho,13,369.0
1366,2022-03-01,Illinois,14,2649.0
1367,2022-03-01,Indiana,15,2898.0
1368,2022-03-01,Iowa,16,756.0
1369,2022-03-01,Kansas,17,919.0
1370,2022-03-01,Kentucky,18,4508.0
1371,2022-03-01,Louisiana,19,1690.0
1372,2022-03-01,Maine,20,268.0
1373,2022-03-01,Maryland,21,1400.0
1374,2022-03-01,Massachusetts,22,1069.0
1375,2022-03-01,Michigan,23,3149.0
1376,2022-03-01,Minnesota,24,1378.0
1377,2022-03-01,Mississippi,25,1752.0
1378,2022-03-01,Missouri,26,2062.0
1379,2022-03-01,Montana,27,406.0
1380,2022-03-01,Nebraska,28,444.0
1381,2022-03-01,Nevada,29,1662.0
1382,2022-03-01,New Hampshire,30,139.0
1383,2022-03-01,New Jersey,31,1553.0
1384,2022-03-01,New Mexico,32,780.0
1385,2022-03-01,New York,33,3061.0
1386,2022-03-01,New York City,1,1305.0
1387,2022-03-01,North Carolina,34,4508.0
1388,2022-03-01,North Dakota,35,150.0
1389,2022-03-01,Ohio,36,5010.0
1390,2022-03-01,Oklahoma,37,2677.0
1391,2022-03-01,Oregon,38,1762.0
1392,2022-03-01,Pennsylvania,39,4868.0
1393,2022-03-01,Rhode Island,40,42.0
1394,2022-03-01,South Carolina,41,2457.0
1395,2022-03-01,South Dakota,42,164.0
1396,2022-03-01,Tennessee,43,4536.0
1397,2022-03-01,Texas,44,11402.0
1398,2022-03-01,Utah,45,516.0
1399,2022-03-01,Vermont,46,83.0
1400,2022-03-01,Virginia,47,2878.0
1401,2022-03-01,Washington,48,1919.0
1402,2022-03-01,West Virginia,49,1377.0
1403,2022-03-01,Wisconsin,50,1466.0
1404,2022-03-01,Wyoming,51,66.0
1405,2022-04-01,Alabama,2,411.0
1406,2022-04-01,Alaska,3,20.0
1407,2022-04-01,Arizona,4,720.0
1408,2022-04-01,Arkansas,5,258.0
1409,2022-04-01,California,6,4304.0
1410,2022-04-01,Colorado,7,584.0
1411,2022-04-01,Connecticut,8,228.0
1412,2022-04-01,Delaware,9,49.0
1413,2022-04-01,District of Columbia,0,11.0
1414,2022-04-01,Florida,10,3446.0
1415,2022-04-01,Georgia,11,1100.0
1416,2022-04-01,Hawaii,12,16.0
1417,2022-04-01,Idaho,13,46.0
1418,2022-04-01,Illinois,14,936.0
1419,2022-04-01,Indiana,15,819.0
1420,2022-04-01,Iowa,16,180.0
1421,2022-04-01,Kansas,17,177.0
1422,2022-04-01,Kentucky,18,1314.0
1423,2022-04-01,Louisiana,19,405.0
1424,2022-04-01,Maine,20,98.0
1425,2022-04-01,Maryland,21,671.0
1426,2022-04-01,Massachusetts,22,783.0
1427,2022-04-01,Michigan,23,1407.0
1428,2022-04-01,Minnesota,24,558.0
1429,2022-04-01,Mississippi,25,578.0
1430,2022-04-01,Missouri,26,643.0
1431,2022-04-01,Montana,27,28.0
1432,2022-04-01,Nebraska,28,59.0
1433,2022-04-01,Nevada,29,276.0
1434,2022-04-01,New Hampshire,30,31.0
1435,2022-04-01,New Jersey,31,1049.0
1436,2022-04-01,New Mexico,32,143.0
1437,2022-04-01,New York,33,2451.0
1438,2022-04-01,New York City,1,668.0
1439,2022-04-01,North Carolina,34,1267.0
1440,2022-04-01,North Dakota,35,37.0
1441,2022-04-01,Ohio,36,1977.0
1442,2022-04-01,Oklahoma,37,708.0
1443,2022-04-01,Oregon,38,488.0
1444,2022-04-01,Pennsylvania,39,2196.0
1445,2022-04-01,Rhode Island,40,67.0
1446,2022-04-01,South Carolina,41,507.0
1447,2022-04-01,South Dakota,42,30.0
1448,2022-04-01,Tennessee,43,1136.0
1449,2022-04-01,Texas,44,3602.0
1450,2022-04-01,Utah,45,62.0
1451,2022-04-01,Vermont,46,46.0
1452,2022-04-01,Virginia,47,812.0
1453,2022-04-01,Washington,48,822.0
1454,2022-04-01,West Virginia,49,329.0
1455,2022-04-01,Wisconsin,50,470.0
1456,2022-04-01,Wyoming,51,22.0
1457,2022-05-01,Alabama,2,192.0
1458,2022-05-01,Alaska,3,21.0
1459,2022-05-01,Arizona,4,676.0
1460,2022-05-01,Arkansas,5,163.0
1461,2022-05-01,California,6,4989.0
1462,2022-05-01,Colorado,7,690.0
1463,2022-05-01,Connecticut,8,567.0
1464,2022-05-01,Delaware,9,93.0
1465,2022-05-01,District of Columbia,0,16.0
1466,2022-05-01,Florida,10,3973.0
1467,2022-05-01,Georgia,11,642.0
1468,2022-05-01,Hawaii,12,121.0
1469,2022-05-01,Idaho,13,12.0
1470,2022-05-01,Illinois,14,1698.0
1471,2022-05-01,Indiana,15,782.0
1472,2022-05-01,Iowa,16,309.0
1473,2022-05-01,Kansas,17,173.0
1474,2022-05-01,Kentucky,18,1152.0
1475,2022-05-01,Louisiana,19,179.0
1476,2022-05-01,Maine,20,201.0
1477,2022-05-01,Maryland,21,1037.0
1478,2022-05-01,Massachusetts,22,1577.0
1479,2022-05-01,Michigan,23,2255.0
1480,2022-05-01,Minnesota,24,1189.0
1481,2022-05-01,Mississippi,25,217.0
1482,2022-05-01,Missouri,26,510.0
1483,2022-05-01,Montana,27,63.0
1484,2022-05-01,Nebraska,28,97.0
1485,2022-05-01,Nevada,29,384.0
1486,2022-05-01,New Hampshire,30,95.0
1487,2022-05-01,New Jersey,31,2012.0
1488,2022-05-01,New Mexico,32,129.0
1489,2022-05-01,New York,33,4481.0
1490,2022-05-01,New York City,1,903.0
1491,2022-05-01,North Carolina,34,1641.0
1492,2022-05-01,North Dakota,35,33.0
1493,2022-05-01,Ohio,36,1793.0
1494,2022-05-01,Oklahoma,37,474.0
1495,2022-05-01,Oregon,38,938.0
1496,2022-05-01,Pennsylvania,39,3487.0
1497,2022-05-01,Rhode Island,40,203.0
1498,2022-05-01,South Carolina,41,652.0
1499,2022-05-01,South Dakota,42,0.0
1500,2022-05-01,Tennessee,43,920.0
1501,2022-05-01,Texas,44,2308.0
1502,2022-05-01,Utah,45,37.0
1503,2022-05-01,Vermont,46,91.0
1504,2022-05-01,Virginia,47,1095.0
1505,2022-05-01,Washington,48,1240.0
1506,2022-05-01,West Virginia,49,525.0
1507,2022-05-01,Wisconsin,50,937.0
1508,2022-05-01,Wyoming,51,11.0
1509,2022-06-01,Alabama,2,483.0
1510,2022-06-01,Alaska,3,32.0
1511,2022-06-01,Arizona,4,1390.0
1512,2022-06-01,Arkansas,5,263.0
1513,2022-06-01,California,6,8035.0
1514,2022-06-01,Colorado,7,1240.0
1515,2022-06-01,Connecticut,8,512.0
1516,2022-06-01,Delaware,9,90.0
1517,2022-06-01,District of Columbia,0,15.0
1518,2022-06-01,Florida,10,7753.0
1519,2022-06-01,Georgia,11,1218.0
1520,2022-06-01,Hawaii,12,242.0
1521,2022-06-01,Idaho,13,174.0
1522,2022-06-01,Illinois,14,1977.0
1523,2022-06-01,Indiana,15,1082.0
1524,2022-06-01,Iowa,16,384.0
1525,2022-06-01,Kansas,17,255.0
1526,2022-06-01,Kentucky,18,1616.0
1527,2022-06-01,Louisiana,19,247.0
1528,2022-06-01,Maine,20,121.0
1529,2022-06-01,Maryland,21,1360.0
1530,2022-06-01,Massachusetts,22,1267.0
1531,2022-06-01,Michigan,23,2184.0
1532,2022-06-01,Minnesota,24,1314.0
1533,2022-06-01,Mississippi,25,544.0
1534,2022-06-01,Missouri,26,759.0
1535,2022-06-01,Montana,27,45.0
1536,2022-06-01,Nebraska,28,165.0
1537,2022-06-01,Nevada,29,702.0
1538,2022-06-01,New Hampshire,30,97.0
1539,2022-06-01,New Jersey,31,1539.0
1540,2022-06-01,New Mexico,32,477.0
1541,2022-06-01,New York,33,2668.0
1542,2022-06-01,New York City,1,1056.0
1543,2022-06-01,North Carolina,34,2294.0
1544,2022-06-01,North Dakota,35,18.0
1545,2022-06-01,Ohio,36,2232.0
1546,2022-06-01,Oklahoma,37,709.0
1547,2022-06-01,Oregon,38,1070.0
1548,2022-06-01,Pennsylvania,39,3750.0
1549,2022-06-01,Rhode Island,40,135.0
1550,2022-06-01,South Carolina,41,1026.0
1551,2022-06-01,South Dakota,42,32.0
1552,2022-06-01,Tennessee,43,1233.0
1553,2022-06-01,Texas,44,4018.0
1554,2022-06-01,Utah,45,241.0
1555,2022-06-01,Vermont,46,39.0
1556,2022-06-01,Virginia,47,1436.0
1557,2022-06-01,Washington,48,2065.0
1558,2022-06-01,West Virginia,49,453.0
1559,2022-06-01,Wisconsin,50,836.0
1560,2022-06-01,Wyoming,51,41.0
1561,2022-07-01,Alabama,2,1345.0
1562,2022-07-01,Alaska,3,45.0
1563,2022-07-01,Arizona,4,1682.0
1564,2022-07-01,Arkansas,5,920.0
1565,2022-07-01,California,6,13399.0
1566,2022-07-01,Colorado,7,1513.0
1567,2022-07-01,Connecticut,8,324.0
1568,2022-07-01,Delaware,9,97.0
1569,2022-07-01,District of Columbia,0,17.0
1570,2022-07-01,Florida,10,11149.0
1571,2022-07-01,Georgia,11,2741.0
1572,2022-07-01,Hawaii,12,183.0
1573,2022-07-01,Idaho,13,382.0
1574,2022-07-01,Illinois,14,2365.0
1575,2022-07-01,Indiana,15,1734.0
1576,2022-07-01,Iowa,16,746.0
1577,2022-07-01,Kansas,17,380.0
1578,2022-07-01,Kentucky,18,2380.0
1579,2022-07-01,Louisiana,19,1457.0
1580,2022-07-01,Maine,20,75.0
1581,2022-07-01,Maryland,21,1184.0
1582,2022-07-01,Massachusetts,22,985.0
1583,2022-07-01,Michigan,23,2079.0
1584,2022-07-01,Minnesota,24,1300.0
1585,2022-07-01,Mississippi,25,1634.0
1586,2022-07-01,Missouri,26,1785.0
1587,2022-07-01,Montana,27,163.0
1588,2022-07-01,Nebraska,28,372.0
1589,2022-07-01,Nevada,29,1121.0
1590,2022-07-01,New Hampshire,30,79.0
1591,2022-07-01,New Jersey,31,1970.0
1592,2022-07-01,New Mexico,32,576.0
1593,2022-07-01,New York,33,2667.0
1594,2022-07-01,New York City,1,1431.0
1595,2022-07-01,North Carolina,34,3227.0
1596,2022-07-01,North Dakota,35,72.0
1597,2022-07-01,Ohio,36,3003.0
1598,2022-07-01,Oklahoma,37,1205.0
1599,2022-07-01,Oregon,38,1650.0
1600,2022-07-01,Pennsylvania,39,3354.0
1601,2022-07-01,Rhode Island,40,34.0
1602,2022-07-01,South Carolina,41,1771.0
1603,2022-07-01,South Dakota,42,105.0
1604,2022-07-01,Tennessee,43,2966.0
1605,2022-07-01,Texas,44,8670.0
1606,2022-07-01,Utah,45,408.0
1607,2022-07-01,Vermont,46,30.0
1608,2022-07-01,Virginia,47,1934.0
1609,2022-07-01,Washington,48,2603.0
1610,2022-07-01,West Virginia,49,635.0
1611,2022-07-01,Wisconsin,50,1276.0
1612,2022-07-01,Wyoming,51,33.0
1613,2022-08-01,Alabama,2,1505.0
1614,2022-08-01,Alaska,3,35.0
1615,2022-08-01,Arizona,4,1133.0
1616,2022-08-01,Arkansas,5,1088.0
1617,2022-08-01,California,6,11429.0
1618,2022-08-01,Colorado,7,928.0
1619,2022-08-01,Connecticut,8,564.0
1620,2022-08-01,Delaware,9,144.0
1621,2022-08-01,District of Columbia,0,34.0
1622,2022-08-01,Florida,10,11503.0
1623,2022-08-01,Georgia,11,3567.0
1624,2022-08-01,Hawaii,12,246.0
1625,2022-08-01,Idaho,13,452.0
1626,2022-08-01,Illinois,14,2583.0
1627,2022-08-01,Indiana,15,2363.0
1628,2022-08-01,Iowa,16,904.0
1629,2022-08-01,Kansas,17,685.0
1630,2022-08-01,Kentucky,18,2763.0
1631,2022-08-01,Louisiana,19,1279.0
1632,2022-08-01,Maine,20,160.0
1633,2022-08-01,Maryland,21,1554.0
1634,2022-08-01,Massachusetts,22,1377.0
1635,2022-08-01,Michigan,23,2657.0
1636,2022-08-01,Minnesota,24,1316.0
1637,2022-08-01,Mississippi,25,1435.0
1638,2022-08-01,Missouri,26,1842.0
1639,2022-08-01,Montana,27,127.0
1640,2022-08-01,Nebraska,28,262.0
1641,2022-08-01,Nevada,29,535.0
1642,2022-08-01,New Hampshire,30,92.0
1643,2022-08-01,New Jersey,31,1931.0
1644,2022-08-01,New Mexico,32,297.0
1645,2022-08-01,New York,33,3012.0
1646,2022-08-01,New York City,1,1578.0
1647,2022-08-01,North Carolina,34,3552.0
1648,2022-08-01,North Dakota,35,126.0
1649,2022-08-01,Ohio,36,4652.0
1650,2022-08-01,Oklahoma,37,1871.0
1651,2022-08-01,Oregon,38,1334.0
1652,2022-08-01,Pennsylvania,39,4275.0
1653,2022-08-01,Rhode Island,40,80.0
1654,2022-08-01,South Carolina,41,2131.0
1655,2022-08-01,South Dakota,42,122.0
1656,2022-08-01,Tennessee,43,3164.0
1657,2022-08-01,Texas,44,8957.0
1658,2022-08-01,Utah,45,204.0
1659,2022-08-01,Vermont,46,53.0
1660,2022-08-01,Virginia,47,2375.0
1661,2022-08-01,Washington,48,2094.0
1662,2022-08-01,West Virginia,49,778.0
1663,2022-08-01,Wisconsin,50,1459.0
1664,2022-08-01,Wyoming,51,66.0
1665,2022-09-01,Alabama,2,1053.0
1666,2022-09-01,Alaska,3,17.0
1667,2022-09-01,Arizona,4,928.0
1668,2022-09-01,Arkansas,5,877.0
1669,2022-09-01,California,6,7724.0
1670,2022-09-01,Colorado,7,981.0
1671,2022-09-01,Connecticut,8,581.0
1672,2022-09-01,Delaware,9,118.0
1673,2022-09-01,District of Columbia,0,16.0
1674,2022-09-01,Florida,10,7464.0
1675,2022-09-01,Georgia,11,2295.0
1676,2022-09-01,Hawaii,12,45.0
1677,2022-09-01,Idaho,13,240.0
1678,2022-09-01,Illinois,14,2200.0
1679,2022-09-01,Indiana,15,1729.0
1680,2022-09-01,Iowa,16,758.0
1681,2022-09-01,Kansas,17,389.0
1682,2022-09-01,Kentucky,18,2726.0
1683,2022-09-01,Louisiana,19,993.0
1684,2022-09-01,Maine,20,159.0
1685,2022-09-01,Maryland,21,1489.0
1686,2022-09-01,Massachusetts,22,1171.0
1687,2022-09-01,Michigan,23,2796.0
1688,2022-09-01,Minnesota,24,1227.0
1689,2022-09-01,Mississippi,25,1121.0
1690,2022-09-01,Missouri,26,1566.0
1691,2022-09-01,Montana,27,96.0
1692,2022-09-01,Nebraska,28,228.0
1693,2022-09-01,Nevada,29,179.0
1694,2022-09-01,New Hampshire,30,105.0
1695,2022-09-01,New Jersey,31,1627.0
1696,2022-09-01,New Mexico,32,289.0
1697,2022-09-01,New York,33,3153.0
1698,2022-09-01,New York City,1,1205.0
1699,2022-09-01,North Carolina,34,3075.0
1700,2022-09-01,North Dakota,35,105.0
1701,2022-09-01,Ohio,36,3946.0
1702,2022-09-01,Oklahoma,37,1451.0
1703,2022-09-01,Oregon,38,821.0
1704,2022-09-01,Pennsylvania,39,3871.0
1705,2022-09-01,Rhode Island,40,63.0
1706,2022-09-01,South Carolina,41,1384.0
1707,2022-09-01,South Dakota,42,104.0
1708,2022-09-01,Tennessee,43,2574.0
1709,2022-09-01,Texas,44,5973.0
1710,2022-09-01,Utah,45,153.0
1711,2022-09-01,Vermont,46,61.0
1712,2022-09-01,Virginia,47,1936.0
1713,2022-09-01,Washington,48,1471.0
1714,2022-09-01,West Virginia,49,660.0
1715,2022-09-01,Wisconsin,50,1214.0
1716,2022-09-01,Wyoming,51,25.0
1717,2022-10-01,Alabama,2,531.0
1718,2022-10-01,Alaska,3,11.0
1719,2022-10-01,Arizona,4,710.0
1720,2022-10-01,Arkansas,5,561.0
1721,2022-10-01,California,6,5063.0
1722,2022-10-01,Colorado,7,800.0
1723,2022-10-01,Connecticut,8,816.0
1724,2022-10-01,Delaware,9,70.0
1725,2022-10-01,District of Columbia,0,0.0
1726,2022-10-01,Florida,10,4954.0
1727,2022-10-01,Georgia,11,1451.0
1728,2022-10-01,Hawaii,12,33.0
1729,2022-10-01,Idaho,13,152.0
1730,2022-10-01,Illinois,14,1978.0
1731,2022-10-01,Indiana,15,1323.0
1732,2022-10-01,Iowa,16,463.0
1733,2022-10-01,Kansas,17,390.0
1734,2022-10-01,Kentucky,18,1820.0
1735,2022-10-01,Louisiana,19,510.0
1736,2022-10-01,Maine,20,322.0
1737,2022-10-01,Maryland,21,1220.0
1738,2022-10-01,Massachusetts,22,1905.0
1739,2022-10-01,Michigan,23,3276.0
1740,2022-10-01,Minnesota,24,1732.0
1741,2022-10-01,Mississippi,25,643.0
1742,2022-10-01,Missouri,26,1138.0
1743,2022-10-01,Montana,27,131.0
1744,2022-10-01,Nebraska,28,170.0
1745,2022-10-01,Nevada,29,284.0
1746,2022-10-01,New Hampshire,30,271.0
1747,2022-10-01,New Jersey,31,2079.0
1748,2022-10-01,New Mexico,32,288.0
1749,2022-10-01,New York,33,4083.0
1750,2022-10-01,New York City,1,1441.0
1751,2022-10-01,North Carolina,34,2588.0
1752,2022-10-01,North Dakota,35,33.0
1753,2022-10-01,Ohio,36,3429.0
1754,2022-10-01,Oklahoma,37,994.0
1755,2022-10-01,Oregon,38,883.0
1756,2022-10-01,Pennsylvania,39,4437.0
1757,2022-10-01,Rhode Island,40,84.0
1758,2022-10-01,South Carolina,41,1072.0
1759,2022-10-01,South Dakota,42,115.0
1760,2022-10-01,Tennessee,43,1967.0
1761,2022-10-01,Texas,44,3636.0
1762,2022-10-01,Utah,45,155.0
1763,2022-10-01,Vermont,46,160.0
1764,2022-10-01,Virginia,47,1511.0
1765,2022-10-01,Washington,48,1167.0
1766,2022-10-01,West Virginia,49,502.0
1767,2022-10-01,Wisconsin,50,1168.0
1768,2022-10-01,Wyoming,51,28.0
1769,2022-11-01,Alabama,2,504.0
1770,2022-11-01,Alaska,3,0.0
1771,2022-11-01,Arizona,4,1980.0
1772,2022-11-01,Arkansas,5,451.0
1773,2022-11-01,California,6,7051.0
1774,2022-11-01,Colorado,7,1797.0
1775,2022-11-01,Connecticut,8,504.0
1776,2022-11-01,Delaware,9,110.0
1777,2022-11-01,District of Columbia,0,28.0
1778,2022-11-01,Florida,10,3924.0
1779,2022-11-01,Georgia,11,1128.0
1780,2022-11-01,Hawaii,12,58.0
1781,2022-11-01,Idaho,13,191.0
1782,2022-11-01,Illinois,14,1940.0
1783,2022-11-01,Indiana,15,1386.0
1784,2022-11-01,Iowa,16,435.0
1785,2022-11-01,Kansas,17,489.0
1786,2022-11-01,Kentucky,18,2073.0
1787,2022-11-01,Louisiana,19,341.0
1788,2022-11-01,Maine,20,186.0
1789,2022-11-01,Maryland,21,1283.0
1790,2022-11-01,Massachusetts,22,1331.0
1791,2022-11-01,Michigan,23,3149.0
1792,2022-11-01,Minnesota,24,2053.0
1793,2022-11-01,Mississippi,25,372.0
1794,2022-11-01,Missouri,26,1072.0
1795,2022-11-01,Montana,27,144.0
1796,2022-11-01,Nebraska,28,541.0
1797,2022-11-01,Nevada,29,709.0
1798,2022-11-01,New Hampshire,30,242.0
1799,2022-11-01,New Jersey,31,2243.0
1800,2022-11-01,New Mexico,32,514.0
1801,2022-11-01,New York,33,3859.0
1802,2022-11-01,New York City,1,1912.0
1803,2022-11-01,North Carolina,34,2257.0
1804,2022-11-01,North Dakota,35,35.0
1805,2022-11-01,Ohio,36,3901.0
1806,2022-11-01,Oklahoma,37,782.0
1807,2022-11-01,Oregon,38,784.0
1808,2022-11-01,Pennsylvania,39,4544.0
1809,2022-11-01,Rhode Island,40,126.0
1810,2022-11-01,South Carolina,41,819.0
1811,2022-11-01,South Dakota,42,96.0
1812,2022-11-01,Tennessee,43,2072.0
1813,2022-11-01,Texas,44,3112.0
1814,2022-11-01,Utah,45,359.0
1815,2022-11-01,Vermont,46,120.0
1816,2022-11-01,Virginia,47,1150.0
1817,2022-11-01,Washington,48,1212.0
1818,2022-11-01,West Virginia,49,450.0
1819,2022-11-01,Wisconsin,50,1813.0
1820,2022-11-01,Wyoming,51,74.0
1821,2022-12-01,Alabama,2,1002.0
1822,2022-12-01,Alaska,3,0.0
1823,2022-12-01,Arizona,4,3665.0
1824,2022-12-01,Arkansas,5,806.0
1825,2022-12-01,California,6,14223.0
1826,2022-12-01,Colorado,7,1851.0
1827,2022-12-01,Connecticut,8,1146.0
1828,2022-12-01,Delaware,9,148.0
1829,2022-12-01,District of Columbia,0,88.0
1830,2022-12-01,Florida,10,5440.0
1831,2022-12-01,Georgia,11,2050.0
1832,2022-12-01,Hawaii,12,40.0
1833,2022-12-01,Idaho,13,189.0
1834,2022-12-01,Illinois,14,3140.0
1835,2022-12-01,Indiana,15,2770.0
1836,2022-12-01,Iowa,16,1252.0
1837,2022-12-01,Kansas,17,872.0
1838,2022-12-01,Kentucky,18,2630.0
1839,2022-12-01,Louisiana,19,771.0
1840,2022-12-01,Maine,20,152.0
1841,2022-12-01,Maryland,21,1903.0
1842,2022-12-01,Massachusetts,22,2092.0
1843,2022-12-01,Michigan,23,3365.0
1844,2022-12-01,Minnesota,24,1874.0
1845,2022-12-01,Mississippi,25,871.0
1846,2022-12-01,Missouri,26,1923.0
1847,2022-12-01,Montana,27,70.0
1848,2022-12-01,Nebraska,28,614.0
1849,2022-12-01,Nevada,29,1051.0
1850,2022-12-01,New Hampshire,30,206.0
1851,2022-12-01,New Jersey,31,3177.0
1852,2022-12-01,New Mexico,32,879.0
1853,2022-12-01,New York,33,4850.0
1854,2022-12-01,New York City,1,3023.0
1855,2022-12-01,North Carolina,34,2812.0
1856,2022-12-01,North Dakota,35,78.0
1857,2022-12-01,Ohio,36,4769.0
1858,2022-12-01,Oklahoma,37,1457.0
1859,2022-12-01,Oregon,38,1500.0
1860,2022-12-01,Pennsylvania,39,4749.0
1861,2022-12-01,Rhode Island,40,216.0
1862,2022-12-01,South Carolina,41,1769.0
1863,2022-12-01,South Dakota,42,95.0
1864,2022-12-01,Tennessee,43,2107.0
1865,2022-12-01,Texas,44,6780.0
1866,2022-12-01,Utah,45,411.0
1867,2022-12-01,Vermont,46,44.0
1868,2022-12-01,Virginia,47,2108.0
1869,2022-12-01,Washington,48,2325.0
1870,2022-12-01,West Virginia,49,528.0
1871,2022-12-01,Wisconsin,50,1973.0
1872,2022-12-01,Wyoming,51,35.0
1873,2023-01-01,Alabama,2,1682.0
1874,2023-01-01,Alaska,3,11.0
1875,2023-01-01,Arizona,4,1642.0
1876,2023-01-01,Arkansas,5,1105.0
1877,2023-01-01,California,6,11447.0
1878,2023-01-01,Colorado,7,1421.0
1879,2023-01-01,Connecticut,8,1094.0
1880,2023-01-01,Delaware,9,291.0
1881,2023-01-01,District of Columbia,0,36.0
1882,2023-01-01,Florida,10,8024.0
1883,2023-01-01,Georgia,11,3518.0
1884,2023-01-01,Hawaii,12,93.0
1885,2023-01-01,Idaho,13,180.0
1886,2023-01-01,Illinois,14,2921.0
1887,2023-01-01,Indiana,15,1898.0
1888,2023-01-01,Iowa,16,639.0
1889,2023-01-01,Kansas,17,751.0
1890,2023-01-01,Kentucky,18,2639.0
1891,2023-01-01,Louisiana,19,1025.0
1892,2023-01-01,Maine,20,216.0
1893,2023-01-01,Maryland,21,2374.0
1894,2023-01-01,Massachusetts,22,2974.0
1895,2023-01-01,Michigan,23,2809.0
1896,2023-01-01,Minnesota,24,1768.0
1897,2023-01-01,Mississippi,25,1335.0
1898,2023-01-01,Missouri,26,1806.0
1899,2023-01-01,Montana,27,144.0
1900,2023-01-01,Nebraska,28,396.0
1901,2023-01-01,Nevada,29,610.0
1902,2023-01-01,New Hampshire,30,397.0
1903,2023-01-01,New Jersey,31,3395.0
1904,2023-01-01,New Mexico,32,438.0
1905,2023-01-01,New York,33,4744.0
1906,2023-01-01,New York City,1,2650.0
1907,2023-01-01,North Carolina,34,4863.0
1908,2023-01-01,North Dakota,35,46.0
1909,2023-01-01,Ohio,36,4699.0
1910,2023-01-01,Oklahoma,37,1847.0
1911,2023-01-01,Oregon,38,1059.0
1912,2023-01-01,Pennsylvania,39,5759.0
1913,2023-01-01,Rhode Island,40,196.0
1914,2023-01-01,South Carolina,41,3190.0
1915,2023-01-01,South Dakota,42,40.0
1916,2023-01-01,Tennessee,43,3310.0
1917,2023-01-01,Texas,44,9325.0
1918,2023-01-01,Utah,45,144.0
1919,2023-01-01,Vermont,46,50.0
1920,2023-01-01,Virginia,47,3228.0
1921,2023-01-01,Washington,48,1578.0
1922,2023-01-01,West Virginia,49,704.0
1923,2023-01-01,Wisconsin,50,1315.0
1924,2023-01-01,Wyoming,51,30.0
1925,2023-02-01,Alabama,2,887.0
1926,2023-02-01,Alaska,3,23.0
1927,2023-02-01,Arizona,4,737.0
1928,2023-02-01,Arkansas,5,493.0
1929,2023-02-01,California,6,6347.0
1930,2023-02-01,Colorado,7,566.0
1931,2023-02-01,Connecticut,8,543.0
1932,2023-02-01,Delaware,9,170.0
1933,2023-02-01,District of Columbia,0,17.0
1934,2023-02-01,Florida,10,5277.0
1935,2023-02-01,Georgia,11,1831.0
1936,2023-02-01,Hawaii,12,33.0
1937,2023-02-01,Idaho,13,73.0
1938,2023-02-01,Illinois,14,1446.0
1939,2023-02-01,Indiana,15,1081.0
1940,2023-02-01,Iowa,16,486.0
1941,2023-02-01,Kansas,17,289.0
1942,2023-02-01,Kentucky,18,1703.0
1943,2023-02-01,Louisiana,19,510.0
1944,2023-02-01,Maine,20,127.0
1945,2023-02-01,Maryland,21,1461.0
1946,2023-02-01,Massachusetts,22,1447.0
1947,2023-02-01,Michigan,23,1872.0
1948,2023-02-01,Minnesota,24,1260.0
1949,2023-02-01,Mississippi,25,856.0
1950,2023-02-01,Missouri,26,891.0
1951,2023-02-01,Montana,27,44.0
1952,2023-02-01,Nebraska,28,208.0
1953,2023-02-01,Nevada,29,182.0
